;id;data_set;data_set_label;indicator;period_type;period_from;period_to;country_key;country_label;bz_key;bz_short;bz_long;operator_key;operator_label;tso_eic_code;direction_key;adjacent_systems_key;adjacent_systems_label;year;month;day;unit;value;count_point_presents;flow_status;points_names;last_update_date_time;region_key;adjacent_bz_key;note
10;1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0001;GASCADE Gastransport GmbH;21X-DE-H-A0A0A-L;entry;Transmission;Russia;2021;1;2;kWh/h;12590410.0;1;Provisionnal;Lubmin II;2021-01-02T05:32:57+01:00;NWE;-----------;Nord Stream 2
11;1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0001;GASCADE Gastransport GmbH;21X-DE-H-A0A0A-L;entry;Transmission;Russia;2021;1;2;kWh/h;12590410.0;1;Provisionnal;Lubmin II;2021-01-02T05:32:57+01:00;NWE;-----------;Nord Stream 2
12;1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0001;GASCADE Gastransport GmbH;21X-DE-H-A0A0A-L;entry;Transmission;Russia;2021;1;2;kWh/h;12590410.0;1;Provisionnal;Lubmin II;2021-01-02T05:32:57+01:00;NWE;-----------;Nord Stream 2
13;1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0001;GASCADE Gastransport GmbH;21X-DE-H-A0A0A-L;entry;Transmission;Russia;2021;1;2;kWh/h;0.0;1;Provisionnal;Lubmin II;2021-02-08T05:50:46+01:00;NWE;-----------;Nord Stream 2
14;1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0001;GASCADE Gastransport GmbH;21X-DE-H-A0A0A-L;entry;Transmission;Russia;2021;1;2;kWh/h;0.0;1;Provisionnal;Lubmin II;2021-02-08T05:50:46+01:00;NWE;-----------;Nord Stream 2
15;1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0001;GASCADE Gastransport GmbH;21X-DE-H-A0A0A-L;entry;Transmission;Russia;2021;1;2;kWh/h;0.0;1;Provisionnal;Lubmin II;2021-02-08T05:50:46+01:00;NWE;-----------;Nord Stream 2
16;1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0001;GASCADE Gastransport GmbH;21X-DE-H-A0A0A-L;entry;Transmission;Russia;2021;1;2;kWh/h;0.0;1;Provisionnal;Lubmin II;2021-02-08T05:50:46+01:00;NWE;-----------;Nord Stream 2
17;1AggregatesDEDE-NCG-----DE-TSO-0002entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0002;Thyssengas GmbH;21X-DE-G-A0A0A-U;entry;Transmission;;2021;1;2;kWh/h;1889249.0;1;Provisionnal;Emden (EPT1) (Thyssengas);2021-01-02T05:49:25+01:00;NWE;-----------;Emden (EPT1) (Thyssengas)
18;1AggregatesDEDE-NCG-----DE-TSO-0002entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0002;Thyssengas GmbH;21X-DE-G-A0A0A-U;entry;Transmission;;2021;1;2;kWh/h;1889249.0;1;Provisionnal;Emden (EPT1) (Thyssengas);2021-01-02T14:47:57+01:00;NWE;-----------;Emden (EPT1) (Thyssengas)
19;1AggregatesDEDE-NCG-----DE-TSO-0002exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0002;Thyssengas GmbH;21X-DE-G-A0A0A-U;exit;Transmission;;2021;1;2;kWh/h;0.0;1;Provisionnal;Emden (EPT1) (Thyssengas);2021-01-02T05:49:25+01:00;NWE;-----------;Emden (EPT1) (Thyssengas)
20;1AggregatesDEDE-NCG-----DE-TSO-0002exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0002;Thyssengas GmbH;21X-DE-G-A0A0A-U;exit;Transmission;;2021;1;2;kWh/h;0.0;1;Provisionnal;Emden (EPT1) (Thyssengas);2021-01-02T14:47:57+01:00;NWE;-----------;Emden (EPT1) (Thyssengas)
21;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-01-04T10:54:38+01:00;NWE;-----------;Nord Stream 2
22;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-01-04T10:54:38+01:00;NWE;-----------;Nord Stream 2
23;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-01-04T10:54:38+01:00;NWE;-----------;Nord Stream 2
24;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-01-04T10:54:38+01:00;NWE;-----------;Nord Stream 2
25;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-03-25T17:04:55+01:00;NWE;-----------;Nord Stream 2
26;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-03-25T17:04:55+01:00;NWE;-----------;Nord Stream 2
27;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-03-25T17:04:55+01:00;NWE;-----------;Nord Stream 2
28;1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0003;ONTRAS Gastransport GmbH;21X-DE-F-A0A0A-2;entry;Transmission;Russia;2021;1;2;kWh/h;4113698.0;1;Provisionnal;Lubmin II;2021-03-25T17:04:55+01:00;NWE;-----------;Nord Stream 2
29;1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0005;Gasunie Deutschland Transport Services GmbH;21X-DE-D-A0A0A-K;entry;Transmission;;2021;1;2;kWh/h;15414244.0;4;Provisionnal;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II;2021-01-02T05:32:57+01:00;NWE;-----------;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II
30;1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0005;Gasunie Deutschland Transport Services GmbH;21X-DE-D-A0A0A-K;entry;Transmission;;2021;1;2;kWh/h;67091470.0;4;Provisionnal;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II;2021-02-21T11:40:47+01:00;NWE;-----------;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II
31;1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0005;Gasunie Deutschland Transport Services GmbH;21X-DE-D-A0A0A-K;entry;Transmission;;2021;1;2;kWh/h;15414244.0;4;Provisionnal;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II;2021-02-21T12:51:34+01:00;NWE;-----------;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II
32;1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0005;Gasunie Deutschland Transport Services GmbH;21X-DE-D-A0A0A-K;exit;Transmission;;2021;1;2;kWh/h;0.0;2;Provisionnal;Dornum / NETRA (GUD)|Emden (EPT1) (GUD);2021-02-21T12:51:34+01:00;NWE;-----------;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)
33;1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0005;Gasunie Deutschland Transport Services GmbH;21X-DE-D-A0A0A-K;exit;Transmission;;2021;1;2;kWh/h;0.0;2;Provisionnal;Dornum / NETRA (GUD)|Emden (EPT1) (GUD);2021-01-02T05:32:57+01:00;NWE;-----------;Dornum / NETRA (GUD)|Emden (EPT1) (GUD)
34;1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;entry;Transmission;Norway;2021;1;2;kWh/h;1659658.0;1;Provisionnal;Dornum GASPOOL;2021-01-31T09:56:22+01:00;NWE;-----------;Dornum GASPOOL
35;1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;entry;Transmission;Norway;2021;1;2;kWh/h;18712844.4;1;Provisionnal;Dornum GASPOOL;2021-01-05T12:41:06+01:00;NWE;-----------;Dornum GASPOOL
36;1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;entry;Transmission;Norway;2021;1;2;kWh/h;1659658.0;1;Provisionnal;Dornum GASPOOL;2021-01-04T12:59:41+01:00;NWE;-----------;Dornum GASPOOL
37;1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;entry;Transmission;;2021;1;2;kWh/h;9319697.0;2;Provisionnal;Dornum / NETRA (OGE)|Emden (EPT1) (OGE);2021-02-01T09:50:30+01:00;NWE;-----------;Dornum / NETRA (OGE)|Emden (EPT1) (OGE)
38;1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;entry;Transmission;;2021;1;2;kWh/h;10522337.0;2;Provisionnal;Dornum / NETRA (OGE)|Emden (EPT1) (OGE);2021-01-04T12:59:41+01:00;NWE;-----------;Dornum / NETRA (OGE)|Emden (EPT1) (OGE)
39;1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;entry;Transmission;;2021;1;2;kWh/h;18712844.4;2;Provisionnal;Dornum / NETRA (OGE)|Emden (EPT1) (OGE);2021-01-05T12:41:06+01:00;NWE;-----------;Dornum / NETRA (OGE)|Emden (EPT1) (OGE)
40;1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Nomination/Renomination;1;Aggregates;Nomination/Renomination;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;exit;Transmission;Norway;2021;1;2;kWh/h;0.0;1;Provisionnal;Dornum GASPOOL;2021-01-04T12:59:41+01:00;NWE;-----------;Dornum GASPOOL
41;1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;exit;Transmission;Norway;2021;1;2;kWh/h;0.0;1;Provisionnal;Dornum GASPOOL;2021-01-05T12:41:02+01:00;NWE;-----------;Dornum GASPOOL
42;1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-GASPOOL-;GASPOOL;GASPOOL Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;exit;Transmission;Norway;2021;1;2;kWh/h;0.0;1;Provisionnal;Dornum GASPOOL;2021-01-05T12:41:06+01:00;NWE;-----------;Dornum GASPOOL
43;1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Allocation;1;Aggregates;Allocation;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;exit;Transmission;;2021;1;2;kWh/h;0.0;2;Provisionnal;Dornum / NETRA (OGE)|Emden (EPT1) (OGE);2021-01-05T12:41:02+01:00;NWE;-----------;Dornum / NETRA (OGE)|Emden (EPT1) (OGE)
44;1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T04:00:00+00:002021-01-02T05:00:00+00:00Physical Flow;1;Aggregates;Physical Flow;hour;2021-01-02T05:00:00+01:00;2021-01-02T06:00:00+01:00;DE;Germany;DE-NCG-----;NCG;NCG Balancing Zone;DE-TSO-0009;Open Grid Europe GmbH;21X-DE-C-A0A0A-T;exit;Transmission;;2021;1;2;kWh/h;0.0;2;Provisionnal;Dornum / NETRA (OGE)|Emden (EPT1) (OGE);2021-01-05T12:41:06+01:00;NWE;-----------;Dornum / NETRA (OGE)|Emden (EPT1) (OGE)
