;id;message_id;market_participant_key;market_participant_eic;market_participant_name;message_type;publication_date_time;thread_id;version_number;event_status;event_type;event_start;event_stop;unavailability_type;unavailability_reason;unit_measure;balancing_zone_key;balancing_zone_eic;balancing_zone_name;affected_asset_identifier;affected_asset_name;affected_asset_eic;direction;unavailable_capacity;available_capacity;technical_capacity;remarks;last_update_date_time;share_point_point_id;is_latest_version;share_point_publication_id;u_m_m_type;is_archived
87;10821X-HU-A-A0A0A-8001;21042321X-HU-A-A0A0A-8001_001;HU-TSO-0001;21X-HU-A-A0A0A-8;FGSZ;Other;2021-04-23T12:09:56+02:00;21042321X-HU-A-A0A0A-8001;001;Active;;2021-04-23T14:00:00+02:00;;;;;;;;;;;;;;;Dear Partners,This is to inform you that at the Ukrainian-Hungarian interconnection point, based on our measurements, natural gas of inadequate quality will be supplied by the Ukrainian TSO in accordance with the current Interconnection Agreement. Due to the exceptionally high sulfur content, over-odorization may occur in the pipeline system.Tisztelt PartnereinkEzúton tájékoztatjuk, hogy az ukrán- magyar határkeresztező ponton a méréseink alapján a hatályos Interconnection Agreement szerint nem megfelelő minőségű földgáz kerül betáplálásra az ukrán TSO által.A kiemelkedően magas kéntartalom miatt  az országos rendszeren túlszagosítás merülhet fel.;2021-04-23T14:16:37+02:00;;No;21X-HU-A-A0A0A-8Automatic108;Automatic;False
88;10821X-HU-A-A0A0A-8002;21042321X-HU-A-A0A0A-8001_002;HU-TSO-0001;21X-HU-A-A0A0A-8;FGSZ;Other;2021-04-23T12:09:56+02:00;21042321X-HU-A-A0A0A-8001;002;Active;;2021-04-23T14:00:00+02:00;;;;;;;;;;;;;;;Dear Partners,This is to inform you that based on our measurements quality of the natural gas injected by the Ukrainian TSO at the Ukrainian-Hungarian interconnect point does not correspond to the quality parameters set in the prevailing  Interconnection Agreement. Due to the exceptionally high sulphur content in the injected gas, over-odorization may occur in the pipeline system.Tisztelt PartnereinkEzúton tájékoztatjuk, hogy az ukrán- magyar határkeresztező ponton a méréseink alapján a hatályos Interconnection Agreement szerint nem megfelelő minőségű földgáz kerül betáplálásra az ukrán TSO által.A kiemelkedően magas kéntartalom miatt  az országos rendszeren túlszagosítás merülhet fel.;2021-04-23T14:16:37+02:00;;Yes;21X-HU-A-A0A0A-8Automatic108;Automatic;False
89;4920001;21043021X000000001163D001_001;DE-TSO-0014;21X000000001163D;terranets bw GmbH;Other;2021-04-30T12:23:06+02:00;21043021X000000001163D001;001;Active;;2021-04-30T02:00:00+02:00;2022-10-01T08:00:00+02:00;;;;;;;;;;;;;;According to tenor 3 lit. a of the BNetzA decision KAP+ from 25.03.2020 (BK7-19-037) TSO terranets bw GmbH informed BNetzA about the amount of additional capacity („Zusatzkapazität“) and disclosed this information on her homepage https://www.terranets-bw.de/aktuelles/aktuelle-mitteilungen/. In the following years equivalent information will solely be disclosed on the homepage of terranets bw GmbH.;2021-04-30T12:26:03+02:00;0.0;Yes;21X000000001163DManual492;;False
90;4950001;21051021X000000001376X001_001;AL-TSO-0001;21X000000001376X;Trans Adriatic Pipeline AG;Other;2021-05-10T20:45:42+02:00;21051021X000000001376X001;001;Active;;2021-05-17T06:00:00+02:00;;;;;;;;;;;;;;;"Expression of interest – Supply of Gas for Operational Purposes (May 2021)
Trans Adriatic Pipeline (TAP) AG will soon be launching an Invitation to Tender (ITT) for the purchase of gas required for operational activities, including the fuelling of the compressor stations. 
The ITT outline – which will be published on 17 May 2021 on the page https://www.tap-ag.com/about-tap/contracting-with-tap/procurement – will set out the terms of the tender process and include a pro-forma Expression of Interest (EoI) so that interested parties can register their interest in receiving the full ITT package.
Interested companies can submit an EoI until 6 June 2021. TAP intends to issue the related ITT to qualifying bidders on 7 June 2021.

";2021-05-10T20:50:33+02:00;0.0;Yes;21X000000001376XManual495;;False
91;4970001;21051621X000000001376X001_001;AL-TSO-0001;21X000000001376X;Trans Adriatic Pipeline AG;Other;2021-05-16T16:07:51+02:00;21051621X000000001376X001;001;Active;;2021-05-16T22:00:00+02:00;;;;;;;;;;;;;;;"On 16 May 2021 TANAP notified TAP of an unavailability of the TANAP Transportation System affecting the gas flow at TANAP exit point at Kipoi.
The non-binding estimate that may be subject to further change by TANAP is that the above mentioned unavailability of the TANAP Transportation System is expected to be resolved not earlier than 20 May 2021.";2021-05-22T08:46:06+02:00;0.0;No;21X000000001376XManual497;;False
92;4970002;21051621X000000001376X001_002;AL-TSO-0001;21X000000001376X;Trans Adriatic Pipeline AG;Other;2021-05-22T08:43:57+02:00;21051621X000000001376X001;002;Inactive;;2021-05-16T22:00:00+02:00;;;;;;;;;;;;;;;"On 16 May 2021 TANAP notified TAP of an unavailability of the TANAP Transportation System affecting the gas flow at TANAP exit point at Kipoi.
The non-binding estimate that may be subject to further change by TANAP is that the above mentioned unavailability of the TANAP Transportation System is expected to be resolved not earlier than 20 May 2021.";2021-05-22T08:46:06+02:00;0.0;Yes;21X000000001376XManual497;;False
93;60AF6A205B8670000000000000000000067366001;0000000000000000000067366_001;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Other;2021-05-27T11:37:49+02:00;0000000000000000000067366;001;Active;;2022-01-01T06:00:00+01:00;2023-01-01T06:00:00+01:00;;;;;;;;;;;;;;OGE publishes network fees for 2022 (MA THE): The network fees for firm freely allocable capacities with a term of one gas year are 3,51 €/(kWh/h)/a in the Trading Hub Europe GmbH market area, valid from 1 January 2022 until 1 January 2023.;;;Yes;;Feeds;
94;5080001;21052721X000000001163D001_001;DE-TSO-0014;21X000000001163D;terranets bw GmbH;Other;2021-05-27T11:48:40+02:00;21052721X000000001163D001;001;Active;;2022-01-01T07:00:00+01:00;2023-01-01T07:00:00+01:00;;;;;;;;;;;;;;The network fees for firm freely allocable capacities with a term of one gas year are 3,51 €/(kWh/h)/a in the Trading Hub Europe market area, valid from 1 January 2022 until 1 January 2023. The fees result from the BNetzA decision BK9-19/610 (REGENT 2021).;2021-05-27T11:51:42+02:00;0.0;Yes;21X000000001163DManual508;;False
95;2105000621X-DE-H-A0A0A-L001;21052721X-DE-H-A0A0A-L001_001;DE-TSO-0001;21X-DE-H-A0A0A-L;GASCADE Gastransport GmbH;Other;2021-05-27T11:57:20+02:00;21052721X-DE-H-A0A0A-L001;001;Active;;2021-05-27T06:00:00+02:00;2023-01-01T06:00:00+01:00;;;;;;;;;;;;;;The fees for firm and free assignable capacity with a booking period of one year amount to 3,51 €/kWh/h/a for the TRADING HUB EUROPE market area with effect from 01.01.2022.GASCADE points out that it has lodged a complaint against the decision REGENT-GP (BK9-18 / 611-GP) issued by the Federal Network Agency on 29/03/2019 - which is the materiel basis for the fee - before the competent court. ;2021-05-27T12:01:53+02:00;;Yes;21X-DE-H-A0A0A-LAutomatic21050006;Automatic;False
96;2105000121X000000001132O001;21052721X000000001132O001_001;DE-TSO-0006;21X000000001132O;Gastransport Nord GmbH;Other;2021-05-27T13:26:03+02:00;21052721X000000001132O001;001;Active;;2021-05-27T06:00:00+02:00;;;;;;;;;;;;;;;The network fees for firm freely allocable capacities with a term of one gas year are 3.51 €/(kWh/h)/a in the Trading Hub Europe GmbH market area, valid from 1 January 2022 until 1 January 2023. The fees result from the BNetzA decision BK9-19/610 (REGENT 2021).;2021-05-27T13:31:22+02:00;;Yes;21X000000001132OAutomatic21050001;Automatic;False
97;60B10320E40350000000000660981L1001094002;000000000066098-1L1001094_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:47:45+02:00;000000000066098-1L1001094;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Ellund Entry: Capacity offer reduced / yearly auction suspended: 21024347;KWh/d;;37Y701125MH0000I;;;Ellund Entry;21Z0000000000260;;32950272;1470405888;1503356160;Ellund Entry: Capacity offer reduced / yearly auction suspended: 21024347;;;Yes;;Feeds;
98;60B10320E57B40000000000660981L1000947002;000000000066098-1L1000947_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:47:45+02:00;000000000066098-1L1000947;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Steinitz Entry: Capacity offer reduced / yearly auction suspended: 21024347;KWh/d;;37Y701125MH0000I;;;Steinitz Entry;21Z000000000237O;;-1;-1;-1;Steinitz Entry: Capacity offer reduced / yearly auction suspended: 21024347;;;Yes;;Feeds;
99;60B10320E6D610000000000660981L2001095002;000000000066098-1L2001095_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:47:45+02:00;000000000066098-1L2001095;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Achim II Entry: Capacity offer reduced / yearly auction suspended: 21024347;KWh/d;;37Y701125MH0000I;;;Achim II Entry;37Z0000000070550;;-1;-1;-1;Achim II Entry: Capacity offer reduced / yearly auction suspended: 21024347;;;Yes;;Feeds;
100;60B10320E87E50000000000660981L1001076002;000000000066098-1L1001076_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:47:45+02:00;000000000066098-1L1001076;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Kienbaum Entry: Capacity offer reduced / yearly auction suspended: 21024347;KWh/d;;37Y701125MH0000I;;;Kienbaum Entry;37Z000000001078I;;-1;-1;-1;Kienbaum Entry: Capacity offer reduced / yearly auction suspended: 21024347;;;Yes;;Feeds;
101;60B10321049480000000000660991L1001076002;000000000066099-1L1001076_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:47:45+02:00;000000000066099-1L1001076;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Kienbaum Entry: Suspension of yearly auctions at PRISMA (DAC): 21024347;KWh/d;;37Y701125MH0000I;;;Kienbaum Entry;37Z000000001078I;;-1;-1;-1;Kienbaum Entry: Suspension of yearly auctions at PRISMA (DAC): 21024347;;;Yes;;Feeds;
102;60B10321061380000000000660991L1000947002;000000000066099-1L1000947_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:47:45+02:00;000000000066099-1L1000947;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Steinitz Entry: Suspension of yearly auctions at PRISMA (DAC): 21024347;KWh/d;;37Y701125MH0000I;;;Steinitz Entry;21Z000000000237O;;-1;-1;-1;Steinitz Entry: Suspension of yearly auctions at PRISMA (DAC): 21024347;;;Yes;;Feeds;
103;60B103213D9400000000000661142L1001094002;000000000066114-2L1001094_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:46:37+02:00;000000000066114-2L1001094;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Ellund Exit: Capacity offer reduced / yearly auction suspended: 21024347;KWh/d;;37Y701125MH0000I;;;Ellund Exit;21Z0000000000260;;151296000;8065584000;8216880000;Ellund Exit: Capacity offer reduced / yearly auction suspended: 21024347;;;Yes;;Feeds;
104;60B103213F80D0000000000661142L1000945002;000000000066114-2L1000945_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:46:37+02:00;000000000066114-2L1000945;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Wardenburg Exit: Capacity offer reduced / yearly auction suspended: 21024347;KWh/d;;37Y701125MH0000I;;;Wardenburg Exit;37Z000000006389D;;-1;-1;-1;Wardenburg Exit: Capacity offer reduced / yearly auction suspended: 21024347;;;Yes;;Feeds;
105;60B1032141FAE0000000000661142L1000947002;000000000066114-2L1000947_002;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-05-28T16:46:37+02:00;000000000066114-2L1000947;002;Dismissed;Transmission system unavailability;2021-10-01T06:00:00+02:00;2022-10-01T06:00:00+02:00;Unplanned;Steinitz Exit: Capacity offer reduced / yearly auction suspended: 21024347;KWh/d;;37Y701125MH0000I;;;Steinitz Exit;21Z000000000237O;;-1;-1;-1;Steinitz Exit: Capacity offer reduced / yearly auction suspended: 21024347;;;Yes;;Feeds;
106;20021X-DE-D-A0A0A-K001;21043021X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-04-30T19:01:00+02:00;21043021X-DE-D-A0A0A-K001;001;Active;;2021-04-30T18:01:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-05-30T13:23:47+02:00;;No;21X-DE-D-A0A0A-KAutomatic200;Automatic;False
107;20021X-DE-D-A0A0A-K002;21043021X-DE-D-A0A0A-K001_002;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-04-30T20:36:00+02:00;21043021X-DE-D-A0A0A-K001;002;Dismissed;;2021-04-30T18:01:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-05-30T13:23:47+02:00;;Yes;21X-DE-D-A0A0A-KAutomatic200;Automatic;False
108;20221X-DE-D-A0A0A-K001;21050921X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-05-09T16:01:00+02:00;21050921X-DE-D-A0A0A-K001;001;Active;;2021-05-09T15:59:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-05-30T13:23:47+02:00;;No;21X-DE-D-A0A0A-KAutomatic202;Automatic;False
109;20221X-DE-D-A0A0A-K002;21050921X-DE-D-A0A0A-K001_002;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-05-09T17:39:00+02:00;21050921X-DE-D-A0A0A-K001;002;Dismissed;;2021-05-09T15:59:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-05-30T13:23:47+02:00;;No;21X-DE-D-A0A0A-KAutomatic202;Automatic;False
110;20521X-DE-D-A0A0A-K001;21052721X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-05-27T12:00:00+02:00;21052721X-DE-D-A0A0A-K001;001;Active;;2022-01-01T06:00:00+01:00;2023-01-01T06:00:00+01:00;;;;;;;;;;;;;;GUD publishes network fees for 2022 (MA THE)The network fees for firm freely allocable capacities with a term of one gas year are 3,51 €/(kWh/h)/a in the Trading Hub Europe market area, valid from 1st January 2022 until 1st January 2023.The fees result from the BNetzA decision BK9-19/610 (REGENT 2021).;2021-05-30T13:23:47+02:00;;No;21X-DE-D-A0A0A-KAutomatic205;Automatic;False
111;20521X-DE-D-A0A0A-K002;21052721X-DE-D-A0A0A-K001_002;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-05-27T16:36:00+02:00;21052721X-DE-D-A0A0A-K001;002;Active;;2022-01-01T06:00:00+01:00;2023-01-01T06:00:00+01:00;;;;;;;;;;;;;;GUD publishes network fees for 2022 (MA THE)The network fees for firm freely allocable capacities with a term of one gas year are 3,51 €/(kWh/h)/a in the Trading Hub Europe market area, valid from 1st January 2022 until 1st January 2023.The fees result from the BNetzA decision BK9-19/610 (REGENT 2021).;2021-05-30T13:23:47+02:00;;Yes;21X-DE-D-A0A0A-KAutomatic205;Automatic;False
112;5130001;21060421X000000001008P001_001;DE-TSO-0004;21X000000001008P;GRTgaz Deutschland;Other;2021-06-04T09:20:24+02:00;21060421X000000001008P001;001;Active;;2022-01-01T07:00:00+01:00;2023-01-01T07:00:00+01:00;;;;;;;;;;;;;;"The fees for firm and free allocable capacity with a booking period of one year amount to 3.51 EUR/kWh/h/a for the THE market area with effect from 01.01.2022.

The specifications of the Federal Network Agency (BNetzA) REGENT-NCG, REGENT-GP (Az. BK9-18/610-NCG,  Az.  BK9-18/611-GP)  &  REGENT  2021  and  AMELIE  (BK9-18-607)  & AMELIE 2021are currently the subject of pending court proceedings. Prices based on these regulations are therefore depending on the court or administrative decision and may change both for the future and retroactively. In this case, we reserve the right to adjust the following network charges at short notice.";2021-06-04T09:23:01+02:00;0.0;Yes;21X000000001008PManual513;;False
113;20721X-DE-D-A0A0A-K001;21061021X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-06-10T17:31:00+02:00;21061021X-DE-D-A0A0A-K001;001;Active;;2021-06-10T17:30:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-06-10T19:16:05+02:00;;No;21X-DE-D-A0A0A-KAutomatic207;Automatic;False
114;5180001;21061521X000000001376X001_001;AL-TSO-0001;21X000000001376X;Trans Adriatic Pipeline AG;Other;2021-06-15T17:53:51+02:00;21061521X000000001376X001;001;Active;;2021-06-15T18:00:00+02:00;;;;;;;;;;;;;;;In line with TAP’s applicable regulatory framework, please note that no capacity is available to be offered by TAP as Forward Firm Yearly Capacity at TAP Interconnection Points at the upcoming annual auction.;2021-06-15T17:55:36+02:00;0.0;Yes;21X000000001376XManual518;;False
115;20921X-DE-D-A0A0A-K001;21062621X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-06-26T19:00:00+02:00;21062621X-DE-D-A0A0A-K001;001;Active;;2021-06-26T18:59:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-06-26T19:35:46+02:00;;No;21X-DE-D-A0A0A-KAutomatic209;Automatic;False
116;21021X-DE-D-A0A0A-K001;21070521X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-07-05T05:29:00+02:00;21070521X-DE-D-A0A0A-K001;001;Active;;2021-07-05T05:28:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-07-05T14:40:53+02:00;;No;21X-DE-D-A0A0A-KAutomatic210;Automatic;False
117;21021X-DE-D-A0A0A-K002;21070521X-DE-D-A0A0A-K001_002;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-07-05T08:58:00+02:00;21070521X-DE-D-A0A0A-K001;002;Dismissed;;2021-07-05T05:28:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-07-05T14:40:53+02:00;;Yes;21X-DE-D-A0A0A-KAutomatic210;Automatic;False
118;21121X-DE-D-A0A0A-K001;21070621X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-07-06T04:33:00+02:00;21070621X-DE-D-A0A0A-K001;001;Active;;2021-07-06T04:32:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-07-07T10:02:18+02:00;;No;21X-DE-D-A0A0A-KAutomatic211;Automatic;False
119;21121X-DE-D-A0A0A-K002;21070621X-DE-D-A0A0A-K001_002;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-07-07T08:05:00+02:00;21070621X-DE-D-A0A0A-K001;002;Dismissed;;2021-07-06T04:32:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-07-07T10:02:18+02:00;;Yes;21X-DE-D-A0A0A-KAutomatic211;Automatic;False
120;2107000521X000000001132O001;21071221X000000001132O001_001;DE-TSO-0006;21X000000001132O;Gastransport Nord GmbH;Other;2021-07-12T13:17:30+02:00;21071221X000000001132O001;001;Active;;2021-07-12T12:00:00+02:00;;;;;;;;;;;;;;;Due to an unexpected IT system failure restrictions on nomination, matching, booking and registration processes will occur. ;2021-07-13T08:05:52+02:00;;No;21X000000001132OAutomatic21070005;Automatic;False
121;614C5987049370000000000000000000071321001;0000000000000000000071321_001;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Other;2021-09-23T12:31:18+02:00;0000000000000000000071321;001;Active;;2022-01-01T06:00:00+01:00;2023-01-01T06:00:00+01:00;;;;;;;;;;;;;;OGE publishes biogas levy 2022: The German-wide levy 2022 according to section 7 (7) a) of the Cooperation Agreement XII for biogas is 0.5740 €/(kWh/h)/a.;;;Yes;;Feeds;
122;614C69EF0951B0000000000000000000071322001;0000000000000000000071322_001;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Other;2021-09-23T13:46:48+02:00;0000000000000000000071322;001;Active;;2022-01-01T06:00:00+01:00;2023-01-01T06:00:00+01:00;;;;;;;;;;;;;;OGE publishes market area conversion levy 2022: The German-wide levy 2022 according to section 10 (7) of the Cooperation Agreement XII for market area conversion is 0.7335 €/(kWh/h)/a.;;;Yes;;Feeds;
123;21321X-DE-D-A0A0A-K001;21092521X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-09-25T00:58:00+02:00;21092521X-DE-D-A0A0A-K001;001;Active;;2021-09-25T00:57:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-09-25T02:01:25+02:00;;No;21X-DE-D-A0A0A-KAutomatic213;Automatic;False
124;21421X-DE-D-A0A0A-K001;21092521X-DE-D-A0A0A-K002_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-09-25T19:38:00+02:00;21092521X-DE-D-A0A0A-K002;001;Active;;2021-09-25T19:37:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-09-25T23:00:58+02:00;;No;21X-DE-D-A0A0A-KAutomatic214;Automatic;False
125;21521X-DE-D-A0A0A-K001;21092621X-DE-D-A0A0A-K001_001;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-09-26T18:47:00+02:00;21092621X-DE-D-A0A0A-K001;001;Active;;2021-09-26T18:46:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-09-26T20:20:47+02:00;;No;21X-DE-D-A0A0A-KAutomatic215;Automatic;False
126;21521X-DE-D-A0A0A-K002;21092621X-DE-D-A0A0A-K001_002;DE-TSO-0005;21X-DE-D-A0A0A-K;Gasunie Deutschland Transport Services GmbH;Other;2021-09-26T20:13:00+02:00;21092621X-DE-D-A0A0A-K001;002;Dismissed;;2021-09-26T18:46:00+02:00;;;;;;;;;;;;;;;Due to technical problems, it may be possible that the matching process will slow down and the messages could be delayed or incomplete. Our IT-provider is already working to solve this problem. Thank you for your understanding.;2021-09-26T20:20:47+02:00;;Yes;21X-DE-D-A0A0A-KAutomatic215;Automatic;False
127;5680001;21093021X000000001376X001_001;AL-TSO-0001;21X000000001376X;Trans Adriatic Pipeline AG;Other;2021-09-30T18:20:29+02:00;21093021X000000001376X001;001;Active;;2021-09-30T18:00:00+02:00;;;;;;;;;;;;;;;Due to an unexpected issue that occurred during the Forward Firm Daily auction at the IP of Melendugno downstream of TAP for Gas Day 1 October 2021, TAP will activate the “Back-up Capacity Allocation Process” as defined in TAP Network Code Article 6.1 (e) to allow Registered Parties to reserve Forward Firm Daily unbundled capacity for Gas Day 1 October 2021. Further relevant information, including timing for the execution of the Back-up Allocation Process will be communicated to all Registered Parties via email.;2021-09-30T18:21:06+02:00;0.0;Yes;21X000000001376XManual568;;False
128;5820001;21101421X000000001379R004_001;LV-TSO-0001;21X000000001379R;Conexus Baltic Grid JSC;Other;2021-10-14T17:51:46+02:00;21101421X000000001379R004;001;Active;;2022-01-01T06:00:00+01:00;2022-01-11T06:00:00+01:00;;;;;;;;;;;;;;Review of withdrawal capacity in Incukalns UGS based on reservoir performance data (withdrawal capacity 258.8 GWh/day).;2021-10-14T17:55:45+02:00;0.0;Yes;21X000000001379RManual582;;False
129;5830001;21101421X000000001379R005_001;LV-TSO-0001;21X000000001379R;Conexus Baltic Grid JSC;Other;2021-10-14T17:52:43+02:00;21101421X000000001379R005;001;Active;;2022-01-11T06:00:00+01:00;2022-01-21T06:00:00+01:00;;;;;;;;;;;;;;Review of withdrawal capacity in Incukalns UGS based on reservoir performance data (withdrawal capacity 237.7 GWh/day).;2021-10-14T17:55:45+02:00;0.0;Yes;21X000000001379RManual583;;False
130;616D14751F5460000000000720481L2001778001;000000000072048-1L2001778_001;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-10-18T08:29:13+02:00;000000000072048-1L2001778;001;Active;Transmission system unavailability;2022-01-01T06:00:00+01:00;2022-04-01T06:00:00+02:00;Unplanned;VIP-TTF-NCG-H Entry: Capacity offer reduced / Suspenstion in monthly auction bFZK: ;KWh/d;;37Y701125MH0000I;;;VIP-TTF-NCG-H Entry;21Z000000000502V;;345440000;15223683294;15569123294;VIP-TTF-NCG-H Entry: Capacity offer reduced / Suspenstion in monthly auction bFZK: ;;;Yes;;Feeds;
131;616D1475230630000000000720501L2001778001;000000000072050-1L2001778_001;DE-TSO-0009;21X-DE-C-A0A0A-T;Open Grid Europe;Gas;2021-10-18T08:29:13+02:00;000000000072050-1L2001778;001;Active;Transmission system unavailability;2022-01-01T06:00:00+01:00;2022-04-01T06:00:00+02:00;Unplanned;VIP-TTF-NCG-H Entry: Day-Ahead capacity offer reduced / auction suspended (bFZK): Maintenance No.;KWh/d;;37Y701125MH0000I;;;VIP-TTF-NCG-H Entry;21Z000000000502V;;345440000;15223683294;15569123294;VIP-TTF-NCG-H Entry: Day-Ahead capacity offer reduced / auction suspended (bFZK): Maintenance No.;;;Yes;;Feeds;
